inclusion	directory	name	phenotype	sex	file	suffix	bgzip	gzip	type	fill_observations	observations	fill_case_control	cases	controls	prevalence_sample	prevalence_population	script	note
0	34822396_pott_2021	34822396_pott_2021_aldosterone_all	aldosterone	all	SummaryStatistics_Aldosterone_combined_211103.txt	.txt	0	1	linear	0	NA	0	NA	NA	NA	NA	translate_gwas_34822396_pott_2021.sh	.
0	34822396_pott_2021	34822396_pott_2021_aldosterone_female	aldosterone	female	SummaryStatistics_Aldosterone_females_211103.txt	.txt	0	1	linear	0	NA	0	NA	NA	NA	NA	translate_gwas_34822396_pott_2021.sh	.
0	34822396_pott_2021	34822396_pott_2021_aldosterone_male	aldosterone	male	SummaryStatistics_Aldosterone_males_211103.txt	.txt	0	1	linear	0	NA	0	NA	NA	NA	NA	translate_gwas_34822396_pott_2021.sh	.
0	34822396_pott_2021	34822396_pott_2021_androstenedione_all	androstenedione	all	SummaryStatistics_Androstenedione_combined_211103.txt	.txt	0	1	linear	0	NA	0	NA	NA	NA	NA	translate_gwas_34822396_pott_2021.sh	.
0	34822396_pott_2021	34822396_pott_2021_androstenedione_female	androstenedione	female	SummaryStatistics_Androstenedione_females_211103.txt	.txt	0	1	linear	0	NA	0	NA	NA	NA	NA	translate_gwas_34822396_pott_2021.sh	.
0	34822396_pott_2021	34822396_pott_2021_androstenedione_male	androstenedione	male	SummaryStatistics_Androstenedione_males_211103.txt	.txt	0	1	linear	0	NA	0	NA	NA	NA	NA	translate_gwas_34822396_pott_2021.sh	.
0	34822396_pott_2021	34822396_pott_2021_testosterone_estradiol_all	testosterone_estradiol	all	SummaryStatistics_Testosterone_Estradiol_Ratio_combined_211103.txt	.txt	0	1	linear	0	NA	0	NA	NA	NA	NA	translate_gwas_34822396_pott_2021.sh	.
0	34822396_pott_2021	34822396_pott_2021_testosterone_estradiol_female	testosterone_estradiol	female	SummaryStatistics_Testosterone_Estradiol_Ratio_females_211103.txt	.txt	0	1	linear	0	NA	0	NA	NA	NA	NA	translate_gwas_34822396_pott_2021.sh	.
0	34822396_pott_2021	34822396_pott_2021_testosterone_estradiol_male	testosterone_estradiol	male	SummaryStatistics_Testosterone_Estradiol_Ratio_males_211103.txt	.txt	0	1	linear	0	NA	0	NA	NA	NA	NA	translate_gwas_34822396_pott_2021.sh	.
0	34662886_backman_2021	34662886_backman_2021_albumin	albumin	all	GCST90079012_buildGRCh38.tsv.gz	.tsv.gz	0	0	linear	1	378401	0	NA	NA	NA	NA	translate_gwas_34662886_backman_2021.sh	.
0	34594039_sakaue_2021	34594039_sakaue_2021_hypothyroidism	hypothyroidism	all	GCST90018862_buildGRCh37.tsv.gz	.tsv.gz	0	0	logistic	1	583911	1	31269	552642	0.054	0.117	translate_gwas_34594039_sakaue_2021.sh	.
0	34594039_sakaue_2021	34594039_sakaue_2021_hyperthyroidism	hyperthyroidism	all	GCST90018860_buildGRCh37.tsv.gz	.tsv.gz	0	0	logistic	1	634149	1	4551	629598	0.007	0.034	translate_gwas_34594039_sakaue_2021.sh	.
0	34594039_sakaue_2021	34594039_sakaue_2021_hashimoto	hashimoto_thyroiditis	all	GCST90018855_buildGRCh37.tsv.gz	.tsv.gz	0	0	logistic	1	568833	1	16191	552642	0.028	0.075	translate_gwas_34594039_sakaue_2021.sh	.
0	34594039_sakaue_2021	34594039_sakaue_2021_graves	graves_disease	all	GCST90018847_buildGRCh37.tsv.gz	.tsv.gz	0	0	logistic	1	634085	1	4487	629598	0.007	0.020	translate_gwas_34594039_sakaue_2021.sh	.
0	34255042_schmitz_2021	34255042_schmitz_2021_estradiol_female	estradiol	female	gwas_females.tsv.gz	.tsv.gz	0	0	logistic	0	163985	1	37461	126524	0.228	0.228	translate_gwas_34255042_schmitz_2021.sh	assume_equal_prevalence_sample_population
0	34255042_schmitz_2021	34255042_schmitz_2021_estradiol_male	estradiol	male	gwas_males.tsv.gz	.tsv.gz	0	0	logistic	0	147690	1	13367	134323	0.091	0.091	translate_gwas_34255042_schmitz_2021.sh	assume_equal_prevalence_sample_population
0	34226706_barton_2021	34226706_barton_2021_albumin	albumin	all	GCST90025992_buildGRCh37.tsv	.tsv	0	1	linear	1	400938	0	NA	NA	NA	NA	translate_gwas_34226706_barton_2021.sh	.
1	34099189_blokland_2022_sex_stratification	34099189_blokland_2022_mdd_female	depression	female	meta_STDERR_mdd_eur_auto_F1_sexstratified_06_gcOFF_pgc+ipsych.txt.gz	.txt.gz	0	0	logistic	0	41937	0	22214	19723	0.53	0.1	translate_gwas_34099189_blokland_2022.sh	.
1	34099189_blokland_2022_sex_stratification	34099189_blokland_2022_mdd_male	depression	male	meta_STDERR_mdd_eur_auto_M1_sexstratified_06_gcOFF_pgc+ipsych.txt.gz	.txt.gz	0	0	logistic	0	28993	0	10194	18799	0.352	0.05	translate_gwas_34099189_blokland_2022.sh	.
1	34099189_blokland_2022_sex_stratification	34099189_blokland_2022_rmdd_female	depression_recurrent	female	meta_STDERR_rmdd_eur_auto_F1_sexstratified_06_gcOFF_pgc+ipsych.txt.gz	.txt.gz	0	0	logistic	0	16233	0	7063	9170	0.435	0.1	translate_gwas_34099189_blokland_2022.sh	.
1	34099189_blokland_2022_sex_stratification	34099189_blokland_2022_rmdd_male	depression_recurrent	male	meta_STDERR_rmdd_eur_auto_M1_sexstratified_06_gcOFF_pgc+ipsych.txt.gz	.txt.gz	0	0	logistic	0	10954	0	2828	8126	0.258	0.05	translate_gwas_34099189_blokland_2022.sh	.
1	34099189_blokland_2022_sex_stratification	34099189_blokland_2022_scz_female	schizophrenia	female	meta_STDERR_scz_eur_auto_F1_sexstratified_06_gcOFF_pgc+ipsych.txt.gz	.txt.gz	0	0	logistic	0	29480	0	11361	18119	0.385	0.01	translate_gwas_34099189_blokland_2022.sh	.
1	34099189_blokland_2022_sex_stratification	34099189_blokland_2022_scz_male	schizophrenia	male	meta_STDERR_scz_eur_auto_M1_sexstratified_06_gcOFF_pgc+ipsych.txt.gz	.txt.gz	0	0	logistic	0	39581	0	20206	19375	0.51	0.01	translate_gwas_34099189_blokland_2022.sh	.
1	34099189_blokland_2022_sex_stratification	34099189_blokland_2022_bip_female	bipolar_disorder	female	meta_STDERR_bip_eur_auto_F1_sexstratified_06_gcOFF_pgc+ipsych.txt.gz	.txt.gz	0	0	logistic	0	27435	0	11897	15538	0.434	0.01	translate_gwas_34099189_blokland_2022.sh	.
1	34099189_blokland_2022_sex_stratification	34099189_blokland_2022_bip_male	bipolar_disorder	male	meta_STDERR_bip_eur_auto_M1_sexstratified_06_gcOFF_pgc+ipsych.txt.gz	.txt.gz	0	0	logistic	0	23036	0	8027	15009	0.348	0.01	translate_gwas_34099189_blokland_2022.sh	.
1	34099189_blokland_2022_sex_interaction	34099189_blokland_2022_mdd_sex	depression	all	meta_STDERR_mdd_eur_auto_GxS1_sexinteraction_06_gcOFF_pgc+ipsych.txt.gz	.txt.gz	0	0	logistic	0	70930	0	32408	38522	0.457	0.075	translate_gwas_34099189_blokland_2022.sh	.
1	34099189_blokland_2022_sex_interaction	34099189_blokland_2022_rmdd_sex	depression_recurrent	all	meta_STDERR_rmdd_eur_auto_GxS1_sexinteraction_06_gcOFF_pgc+ipsych.txt.gz	.txt.gz	0	0	logistic	0	27187	0	9891	17296	0.364	0.075	translate_gwas_34099189_blokland_2022.sh	.
1	34099189_blokland_2022_sex_interaction	34099189_blokland_2022_scz_sex	schizophrenia	all	meta_STDERR_scz_eur_auto_GxS1_sexinteraction_06_gcOFF_pgc+ipsych.txt.gz	.txt.gz	0	0	logistic	0	69061	0	31567	37494	0.457	0.01	translate_gwas_34099189_blokland_2022.sh	.
1	34099189_blokland_2022_sex_interaction	34099189_blokland_2022_bip_sex	bipolar_disorder	all	meta_STDERR_bip_eur_auto_GxS1_sexinteraction_06_gcOFF_pgc+ipsych.txt.gz	.txt.gz	0	0	logistic	0	50471	0	19924	30547	0.395	0.01	translate_gwas_34099189_blokland_2022.sh	.
0	34017140_mbatchou_2021	34017140_mbatchou_2021_albumin	albumin	all	GCST90013990_buildGRCh38.tsv.gz	.tsv.gz	0	0	linear	1	357968	0	NA	NA	NA	NA	translate_gwas_34017140_mbatchou_2021.sh	.
1	34002096_mullins_2021	34002096_mullins_2021_bd_all	bipolar_disorder	all	pgc-bip2021-all.vcf.tsv.gz	.tsv.gz	0	0	logistic	0	413466	0	41917	371549	0.101	0.01	translate_gwas_34002096_mullins_2021_1.sh	.
1	34002096_mullins_2021	34002096_mullins_2021_bd_no_ukb	bipolar_disorder	all	daner_bip_pgc3_nm_noukbiobank.gz	.gz	0	0	logistic	0	353899	0	40463	313436	0.114	0.01	translate_gwas_34002096_mullins_2021_2.sh	.
1	34002096_mullins_2021	34002096_mullins_2021_bd_1	bipolar_disorder_type_1	all	pgc-bip2021-BDI.vcf.tsv.gz	.tsv.gz	0	0	logistic	0	475038	0	25060	449978	0.053	0.01	translate_gwas_34002096_mullins_2021_3.sh	.
1	34002096_mullins_2021	34002096_mullins_2021_bd_2	bipolar_disorder_type_2	all	pgc-bip2021-BDII.vcf.tsv.gz	.tsv.gz	0	0	logistic	0	370856	0	6781	364075	0.018	0.01	translate_gwas_34002096_mullins_2021_4.sh	.
0	33587031_sinnott-armstrong_2021	33587031_sinnott-armstrong_2021_testosterone_primary_female	testosterone_primary	female	ORIG_RAW_Testosterone_female.sumstats.tsv.gz	.tsv.gz	0	0	linear	0	142778	0	NA	NA	NA	NA	translate_gwas_33587031_sinnott-armstrong_2021_1.sh	.
0	33587031_sinnott-armstrong_2021	33587031_sinnott-armstrong_2021_testosterone_secondary_female	testosterone_secondary	female	free_androgen_phenotypes.female.Testosterone.glm.linear.gz	.gz	0	0	linear	0	NA	0	NA	NA	NA	NA	translate_gwas_33587031_sinnott-armstrong_2021_2.sh	.
0	33587031_sinnott-armstrong_2021	33587031_sinnott-armstrong_2021_testosterone_primary_male	testosterone_primary	male	ORIG_RAW_Testosterone_male.sumstats.tsv.gz	.tsv.gz	0	0	linear	0	146339	0	NA	NA	NA	NA	translate_gwas_33587031_sinnott-armstrong_2021_1.sh	.
0	33587031_sinnott-armstrong_2021	33587031_sinnott-armstrong_2021_testosterone_secondary_male	testosterone_secondary	male	free_androgen_phenotypes.male.Testosterone.glm.linear.gz	.gz	0	0	linear	0	NA	0	NA	NA	NA	NA	translate_gwas_33587031_sinnott-armstrong_2021_2.sh	.
0	33587031_sinnott-armstrong_2021	33587031_sinnott-armstrong_2021_testosterone_bioavailable_female	testosterone_bioavailable	female	free_androgen_phenotypes.female.CBAT.glm.linear.gz	.gz	0	0	linear	0	NA	0	NA	NA	NA	NA	translate_gwas_33587031_sinnott-armstrong_2021_2.sh	.
0	33587031_sinnott-armstrong_2021	33587031_sinnott-armstrong_2021_testosterone_bioavailable_male	testosterone_bioavailable	male	free_androgen_phenotypes.male.CBAT.glm.linear.gz	.gz	0	0	linear	0	NA	0	NA	NA	NA	NA	translate_gwas_33587031_sinnott-armstrong_2021_2.sh	.
0	33587031_sinnott-armstrong_2021	33587031_sinnott-armstrong_2021_lutropin	lutropin	all	lh1_all.log.glm.filtered.maf01.info07.tsv.gz	.tsv.gz	0	0	linear	0	NA	0	NA	NA	NA	NA	translate_gwas_33587031_sinnott-armstrong_2021_1.sh	.
0	33587031_sinnott-armstrong_2021	33587031_sinnott-armstrong_2021_shbg_female	shbg_female	female	free_androgen_phenotypes.female.SHBG.glm.linear.gz	.gz	0	0	linear	0	NA	0	NA	NA	NA	NA	translate_gwas_33587031_sinnott-armstrong_2021_2.sh	.
0	33587031_sinnott-armstrong_2021	33587031_sinnott-armstrong_2021_shbg_male	shbg_male	male	free_androgen_phenotypes.male.SHBG.glm.linear.gz	.gz	0	0	linear	0	NA	0	NA	NA	NA	NA	translate_gwas_33587031_sinnott-armstrong_2021_2.sh	.
0	33441150_dennis_2021	33441150_dennis_2021_hemoglobin_glycation	hemoglobin_glycation_hba1c	all	GCST90012673_buildGRCh37.tsv.gz	.tsv.gz	0	0	linear	0	21558	0	NA	NA	NA	NA	translate_gwas_33441150_dennis_2021.sh	.
0	33441150_dennis_2021	33441150_dennis_2021_cortisol	cortisol	all	GCST90012635_buildGRCh37.tsv.gz	.tsv.gz	0	0	linear	0	6342	0	NA	NA	NA	NA	translate_gwas_33441150_dennis_2021.sh	.
0	33441150_dennis_2021	33441150_dennis_2021_c_reactive_protein	c_reactive_protein	all	GCST90012640_buildGRCh37.tsv.gz	.tsv.gz	0	0	linear	0	20008	0	NA	NA	NA	NA	translate_gwas_33441150_dennis_2021.sh	.
0	33441150_dennis_2021	33441150_dennis_2021_complement_c3	complement_c3	all	GCST90012620_buildGRCh37.tsv.gz	.tsv.gz	0	0	linear	0	3672	0	NA	NA	NA	NA	translate_gwas_33441150_dennis_2021.sh	.
0	33441150_dennis_2021	33441150_dennis_2021_complement_c4	complement_c4	all	GCST90012621_buildGRCh37.tsv.gz	.tsv.gz	0	0	linear	0	3667	0	NA	NA	NA	NA	translate_gwas_33441150_dennis_2021.sh	.
0	33441150_dennis_2021	33441150_dennis_2021_vitamin_d	vitamin_d	all	GCST90012641_buildGRCh37.tsv.gz	.tsv.gz	0	0	linear	0	18315	0	NA	NA	NA	NA	translate_gwas_33441150_dennis_2021.sh	.
0	33441150_dennis_2021	33441150_dennis_2021_follitropin	follitropin_fsh	all	GCST90012661_buildGRCh37.tsv.gz	.tsv.gz	0	0	linear	0	3484	0	NA	NA	NA	NA	translate_gwas_33441150_dennis_2021.sh	.
0	33441150_dennis_2021	33441150_dennis_2021_lutropin	lutropin_lh	all	GCST90012687_buildGRCh37.tsv.gz	.tsv.gz	0	0	linear	0	2133	0	NA	NA	NA	NA	translate_gwas_33441150_dennis_2021.sh	.
0	33441150_dennis_2021	33441150_dennis_2021_thyroxine_total	thyroxine_total_t4	all	GCST90012759_buildGRCh37.tsv.gz	.tsv.gz	0	0	linear	0	4023	0	NA	NA	NA	NA	translate_gwas_33441150_dennis_2021.sh	.
0	33441150_dennis_2021	33441150_dennis_2021_thyroxine_free	thyroxine_free_ft4	all	GCST90012662_buildGRCh37.tsv.gz	.tsv.gz	0	0	linear	0	26231	0	NA	NA	NA	NA	translate_gwas_33441150_dennis_2021.sh	.
0	33441150_dennis_2021	33441150_dennis_2021_parathyrin	parathyrin_pth	all	GCST90012708_buildGRCh37.tsv.gz	.tsv.gz	0	0	linear	0	6708	0	NA	NA	NA	NA	translate_gwas_33441150_dennis_2021.sh	.
0	32769997_zhou_2020	32769997_zhou_2020_thyroid_hormone	thyroid_stimulating_hormone_tsh	all	2020_Zhou_et_al_TSH_meta_HUNT-MGI-ThyroidOmics.txt	.txt	0	1	linear	0	119715	0	NA	NA	NA	NA	translate_gwas_32769997_zhou_2020.sh	.
0	32581359_saevarsdottir_2020	32581359_saevarsdottir_2020_thyroid_autoimmunity	autoimmune_thyroid_disease_aitd	all	AITD2020.gz	.gz	0	0	logistic	1	755406	1	30234	725172	0.040	0.070	translate_gwas_32581359_saevarsdottir_2020.sh	.
0	32242144_revez_2020	32242144_revez_2020_vitamin_d	vitamin_d	all	GCST90000618_buildGRCh37.tsv	.tsv	0	1	linear	0	496946	0	NA	NA	NA	NA	translate_gwas_32242144_revez_2020.sh	.
0	32059762_manousaki_2020	32059762_manousaki_2020_vitamin_d	vitamin_d	all	GCST010144_buildGRCh37.tsv.gz	.tsv.gz	0	0	linear	0	443734	0	NA	NA	NA	NA	translate_gwas_32059762_manousaki_2020.sh	.
0	32042192_ruth_2020	32042192_ruth_2020_testosterone_female	testosterone_female	female	GCST90012112_buildGRCh37.tsv.gz	.tsv.gz	0	0	linear	1	230454	0	NA	NA	NA	NA	translate_gwas_32042192_ruth_2020.sh	.
0	32042192_ruth_2020	32042192_ruth_2020_testosterone_male	testosterone_male	male	GCST90012113_buildGRCh37.tsv.gz	.tsv.gz	0	0	linear	1	194453	0	NA	NA	NA	NA	translate_gwas_32042192_ruth_2020.sh	.
0	32042192_ruth_2020	32042192_ruth_2020_testosterone_bioavailable_female	testosterone_bioavailable_female	female	GCST90012102_buildGRCh37.tsv.gz	.tsv.gz	0	0	linear	1	188507	0	NA	NA	NA	NA	translate_gwas_32042192_ruth_2020.sh	.
0	32042192_ruth_2020	32042192_ruth_2020_testosterone_bioavailable_male	testosterone_bioavailable_male	male	GCST90012103_buildGRCh37.tsv.gz	.tsv.gz	0	0	linear	1	178782	0	NA	NA	NA	NA	translate_gwas_32042192_ruth_2020.sh	.
0	32042192_ruth_2020	32042192_ruth_2020_estradiol_male	estradiol_male	male	GCST90012105_buildGRCh37.tsv.gz	.tsv.gz	0	0	logistic	1	206927	1	16554	190373	0.08	0.08	translate_gwas_32042192_ruth_2020.sh	estimate_cases_and_controls_by_factor_of_0.08;assume_equal_prevalence_sample_population
0	32042192_ruth_2020	32042192_ruth_2020_shbg_all	shbg_all	all	GCST90012111_buildGRCh37.tsv.gz	.tsv.gz	0	0	linear	1	370125	0	NA	NA	NA	NA	translate_gwas_32042192_ruth_2020.sh	.
0	32042192_ruth_2020	32042192_ruth_2020_shbg_female	shbg_female	female	GCST90012107_buildGRCh37.tsv.gz	.tsv.gz	0	0	linear	1	189473	0	NA	NA	NA	NA	translate_gwas_32042192_ruth_2020.sh	.
0	32042192_ruth_2020	32042192_ruth_2020_shbg_male	shbg_male	male	GCST90012109_buildGRCh37.tsv.gz	.tsv.gz	0	0	linear	1	180726	0	NA	NA	NA	NA	translate_gwas_32042192_ruth_2020.sh	.
0	32042192_ruth_2020	32042192_ruth_2020_shbg_bmi_all	shbg_bmi_all	all	GCST90012110_buildGRCh37.tsv.gz	.tsv.gz	0	0	linear	1	368929	0	NA	NA	NA	NA	translate_gwas_32042192_ruth_2020.sh	.
0	32042192_ruth_2020	32042192_ruth_2020_shbg_bmi_female	shbg_bmi_female	female	GCST90012106_buildGRCh37.tsv.gz	.tsv.gz	0	0	linear	1	188908	0	NA	NA	NA	NA	translate_gwas_32042192_ruth_2020.sh	.
0	32042192_ruth_2020	32042192_ruth_2020_shbg_bmi_male	shbg_bmi_male	male	GCST90012108_buildGRCh37.tsv.gz	.tsv.gz	0	0	linear	1	180094	0	NA	NA	NA	NA	translate_gwas_32042192_ruth_2020.sh	.
0	31169883_pott_2019	31169883_pott_2019_progesterone_all	progesterone	all	SummaryStatistics_PROG_ALL_GWAS_191025.txt	.txt	0	1	linear	0	NA	0	NA	NA	NA	NA	translate_gwas_31169883_pott_2019.sh	.
0	31169883_pott_2019	31169883_pott_2019_progesterone_female	progesterone	female	SummaryStatistics_PROG_WOMEN_META_191025.txt	.txt	0	1	linear	0	NA	0	NA	NA	NA	NA	translate_gwas_31169883_pott_2019.sh	.
0	31169883_pott_2019	31169883_pott_2019_progesterone_male	progesterone	male	SummaryStatistics_PROG_MEN_GWAS_191025.txt	.txt	0	1	linear	0	NA	0	NA	NA	NA	NA	translate_gwas_31169883_pott_2019.sh	.
0	31169883_pott_2019	31169883_pott_2019_hydroxyprogesterone_all	hydroxyprogesterone	all	SummaryStatistics_OHP17_ALL_GWAS_191025.txt	.txt	0	1	linear	0	NA	0	NA	NA	NA	NA	translate_gwas_31169883_pott_2019.sh	.
0	31169883_pott_2019	31169883_pott_2019_hydroxyprogesterone_female	hydroxyprogesterone	female	SummaryStatistics_OHP17_WOMEN_GWAS_191025.txt	.txt	0	1	linear	0	NA	0	NA	NA	NA	NA	translate_gwas_31169883_pott_2019.sh	.
0	31169883_pott_2019	31169883_pott_2019_hydroxyprogesterone_male	hydroxyprogesterone	male	SummaryStatistics_OHP17_MEN_GWAS_191025.txt	.txt	0	1	linear	0	NA	0	NA	NA	NA	NA	translate_gwas_31169883_pott_2019.sh	.
0	31169883_pott_2019	31169883_pott_2019_aldosterone_all	aldosterone	all	SummaryStatistics_ALDO_ALL_GWAS_191025.txt	.txt	0	1	linear	0	NA	0	NA	NA	NA	NA	translate_gwas_31169883_pott_2019.sh	.
0	31169883_pott_2019	31169883_pott_2019_aldosterone_female	aldosterone	female	SummaryStatistics_ALDO_WOMEN_GWAS_191025.txt	.txt	0	1	linear	0	NA	0	NA	NA	NA	NA	translate_gwas_31169883_pott_2019.sh	.
0	31169883_pott_2019	31169883_pott_2019_aldosterone_male	aldosterone	male	SummaryStatistics_ALDO_MEN_GWAS_191025.txt	.txt	0	1	linear	0	NA	0	NA	NA	NA	NA	translate_gwas_31169883_pott_2019.sh	.
0	31169883_pott_2019	31169883_pott_2019_cortisol_all	cortisol	all	SummaryStatistics_CORT_ALL_META_191025.txt	.txt	0	1	linear	0	NA	0	NA	NA	NA	NA	translate_gwas_31169883_pott_2019.sh	.
0	31169883_pott_2019	31169883_pott_2019_cortisol_female	cortisol	female	SummaryStatistics_CORT_WOMEN_META_191025.txt	.txt	0	1	linear	0	NA	0	NA	NA	NA	NA	translate_gwas_31169883_pott_2019.sh	.
0	31169883_pott_2019	31169883_pott_2019_cortisol_male	cortisol	male	SummaryStatistics_CORT_MEN_META_191025.txt	.txt	0	1	linear	0	NA	0	NA	NA	NA	NA	translate_gwas_31169883_pott_2019.sh	.
0	31169883_pott_2019	31169883_pott_2019_dheas_all	dehydroepiandrosterone_sulfate	all	SummaryStatistics_DHEAS_ALL_META_191025.txt	.txt	0	1	linear	0	NA	0	NA	NA	NA	NA	translate_gwas_31169883_pott_2019.sh	.
0	31169883_pott_2019	31169883_pott_2019_dheas_female	dehydroepiandrosterone_sulfate	female	SummaryStatistics_DHEAS_WOMEN_META_191025.txt	.txt	0	1	linear	0	NA	0	NA	NA	NA	NA	translate_gwas_31169883_pott_2019.sh	.
0	31169883_pott_2019	31169883_pott_2019_dheas_male	dehydroepiandrosterone_sulfate	male	SummaryStatistics_DHEAS_MEN_META_191025.txt	.txt	0	1	linear	0	NA	0	NA	NA	NA	NA	translate_gwas_31169883_pott_2019.sh	.
0	31169883_pott_2019	31169883_pott_2019_androstenedione_all	androstenedione	all	SummaryStatistics_ANDRO_ALL_GWAS_191025.txt	.txt	0	1	linear	0	NA	0	NA	NA	NA	NA	translate_gwas_31169883_pott_2019.sh	.
0	31169883_pott_2019	31169883_pott_2019_androstenedione_female	androstenedione	female	SummaryStatistics_ANDRO_WOMEN_GWAS_191025.txt	.txt	0	1	linear	0	NA	0	NA	NA	NA	NA	translate_gwas_31169883_pott_2019.sh	.
0	31169883_pott_2019	31169883_pott_2019_androstenedione_male	androstenedione	male	SummaryStatistics_ANDRO_MEN_GWAS_191025.txt	.txt	0	1	linear	0	NA	0	NA	NA	NA	NA	translate_gwas_31169883_pott_2019.sh	.
0	31169883_pott_2019	31169883_pott_2019_testosterone_all	testosterone	all	SummaryStatistics_TESTO_ALL_META_191025.txt	.txt	0	1	linear	0	NA	0	NA	NA	NA	NA	translate_gwas_31169883_pott_2019.sh	.
0	31169883_pott_2019	31169883_pott_2019_testosterone_female	testosterone	female	SummaryStatistics_TESTO_WOMEN_META_191025.txt	.txt	0	1	linear	0	NA	0	NA	NA	NA	NA	translate_gwas_31169883_pott_2019.sh	.
0	31169883_pott_2019	31169883_pott_2019_testosterone_male	testosterone	male	SummaryStatistics_TESTO_MEN_META_191025.txt	.txt	0	1	linear	0	NA	0	NA	NA	NA	NA	translate_gwas_31169883_pott_2019.sh	.
0	31169883_pott_2019	31169883_pott_2019_estradiol_all	estradiol	all	SummaryStatistics_E2_ALL_META_191025.txt	.txt	0	1	linear	0	NA	0	NA	NA	NA	NA	translate_gwas_31169883_pott_2019.sh	.
0	31169883_pott_2019	31169883_pott_2019_estradiol_female	estradiol	female	SummaryStatistics_E2_WOMEN_META_191025.txt	.txt	0	1	linear	0	NA	0	NA	NA	NA	NA	translate_gwas_31169883_pott_2019.sh	.
0	31169883_pott_2019	31169883_pott_2019_estradiol_male	estradiol	male	SummaryStatistics_E2_MEN_META_191025.txt	.txt	0	1	linear	0	NA	0	NA	NA	NA	NA	translate_gwas_31169883_pott_2019.sh	.
1	30643251_liu_2019	30643251_liu_2019_all	alcohol_consumption	all	DrinksPerWeek.txt.gz	.txt.gz	0	0	linear	0	537349	0	NA	NA	NA	NA	translate_gwas_30643251_liu_2019.sh	.
